0.00,0.00
0.00,0.00
0.45,0.02
1.91,0.36
3.09,1.03
3.85,1.74
4.71,3.11
4.99,3.98
5.96,8.94
8.37,27.33
9.64,37.96
11.68,56.59
12.27,63.24
12.26,63.18
12.30,63.37
12.32,63.43
12.32,63.43
12.32,63.43
12.32,63.43
19.12,63.86
25.09,62.65
35.48,57.91
40.59,54.03
47.79,45.34
50.40,40.05
51.31,35.54
51.15,33.99
50.66,32.72
49.73,31.64
46.38,29.53
35.92,24.06
25.69,18.72
15.40,13.34
6.35,8.53
4.67,7.69
-7.05,4.10
-16.57,2.91
-34.67,1.38
-53.86,-0.27
-60.83,-0.96
-60.95,-0.98
-61.07,-1.03
-61.12,-1.08
-61.12,-1.08
-61.67,-3.35
-61.76,-11.00
-60.55,-17.90
-55.53,-29.36
-52.92,-32.67
-52.72,-32.84
-52.24,-33.04
-51.86,-33.07
-51.03,-32.91
-47.47,-31.33
-29.26,-21.93
-19.92,-17.12
-7.94,-10.93
-7.64,-10.80
-6.30,-10.57
-5.28,-10.77
-4.70,-11.07
-4.17,-11.64
-4.04,-11.94
-1.48,-23.86
-0.25,-34.03
1.95,-53.16
3.12,-63.47
4.43,-75.07
5.56,-85.91
5.56,-86.04
5.46,-86.61
5.07,-87.28
3.31,-88.62
0.26,-89.70
-16.58,-93.13
-26.83,-94.78
-45.78,-97.81
-56.28,-99.49
-67.55,-101.30
-86.64,-104.36
-97.01,-106.02
-116.09,-109.07
-126.09,-110.60
-142.43,-112.08
-151.45,-112.12
-165.24,-111.34
-181.82,-109.09
-187.76,-107.72
-188.19,-107.59
-189.74,-106.63
-190.27,-105.98
-190.46,-105.57
-191.69,-97.68
-192.57,-84.74
-193.88,-65.33
-194.58,-54.98
-195.36,-43.33
-196.15,-31.69
-196.94,-20.04
-198.32,0.41
-199.13,12.25
-200.01,22.06
-200.06,22.25
-200.12,22.37
-200.12,22.37
-206.83,25.77
-213.42,27.17
-221.27,27.38
-228.98,26.30
-247.01,21.71
-257.09,18.75
-275.75,13.25
-283.82,10.81
-283.95,10.78
-284.08,10.78
-284.14,10.80
-284.14,10.80
-284.14,10.80
-286.59,21.88
-287.55,31.24
-288.94,46.74
-290.67,66.12
-291.69,77.68
-293.36,96.94
-294.39,108.69
-296.34,130.85
-297.22,140.87
-298.27,152.82
-299.31,164.44
-300.47,177.36
-301.92,193.84
-303.05,206.89
-304.50,223.55
-306.31,244.03
-307.04,253.86
-307.03,266.12
-305.42,277.09
