0.00,0.00
2.98,-0.04
10.95,-0.49
20.46,-1.73
27.39,-3.14
40.42,-6.89
46.88,-9.24
54.22,-12.00
61.62,-14.19
73.20,-15.07
80.05,-13.96
86.60,-11.69
98.56,-4.52
103.84,0.08
110.73,8.27
114.55,14.60
116.49,18.34
116.49,18.34
116.49,18.34
123.07,20.92
129.00,21.53
140.71,20.03
147.21,17.60
155.15,12.67
160.09,7.90
162.73,3.97
163.39,2.00
163.36,0.77
163.07,-0.02
158.67,-5.39
154.13,-8.41
146.91,-11.48
132.97,-14.18
124.67,-14.44
114.24,-14.08
103.37,-13.30
88.60,-11.82
77.53,-10.45
63.59,-8.51
52.16,-6.86
33.17,-4.10
21.42,-2.40
2.36,0.34
-7.91,1.83
-27.17,4.63
-37.12,6.01
-52.53,7.67
-63.02,8.30
-79.88,8.14
-82.14,7.92
-90.16,5.79
-97.42,1.63
-100.94,-1.73
-101.63,-2.75
-102.64,-5.42
-103.46,-10.94
-103.17,-18.19
-100.85,-26.30
-98.99,-28.95
-98.99,-28.95
-91.50,-31.30
-85.02,-31.46
-73.74,-29.71
-63.48,-26.88
-49.24,-22.46
-31.52,-16.76
-20.84,-13.32
-10.10,-9.87
-6.70,-8.80
4.85,-5.31
18.11,-1.68
28.09,0.67
40.34,2.87
50.39,4.01
63.74,4.59
78.26,4.35
91.99,3.65
101.37,2.94
113.23,1.65
124.84,-0.11
133.68,-1.89
142.09,-4.06
152.56,-7.50
161.78,-11.17
170.37,-15.00
178.44,-18.57
185.58,-21.32
192.62,-23.58
200.49,-25.50
209.50,-26.63
217.74,-26.54
228.81,-25.23
242.96,-22.58
255.02,-20.02
266.75,-17.51
278.73,-14.95
286.79,-13.23
289.77,-12.61
299.60,-10.82
307.56,-9.66
320.03,-8.06
330.52,-6.73
349.50,-4.32
360.31,-2.93
375.36,-1.00
388.09,0.63
388.41,0.68
389.68,1.19
390.81,2.26
392.31,4.69
395.90,15.79
396.75,23.20
397.28,41.03
397.16,50.69
396.54,69.68
396.14,80.18
395.21,98.90
394.43,110.16
392.39,129.37
390.52,141.82
387.10,161.63
385.33,171.19
383.33,181.37
382.87,183.33
378.60,192.93
375.99,196.24
374.65,197.26
373.93,197.56
363.44,199.98
354.16,201.03
337.37,202.57
325.87,203.63
305.21,205.52
294.88,206.47
275.63,208.24
265.17,209.20
245.92,210.96
235.46,211.92
216.22,213.69
205.76,214.65
186.64,216.40
173.47,217.61
163.13,218.56
143.76,220.34
133.69,221.26
114.88,222.78
100.18,223.61
89.03,223.96
71.98,223.53
62.94,222.68
44.89,220.17
35.37,218.50
21.29,214.70
