0.00,0.00
0.39,-0.02
1.40,-0.26
2.25,-0.73
2.85,-1.32
3.44,-2.55
3.88,-5.89
3.85,-15.17
3.43,-26.83
2.69,-47.44
2.31,-57.81
1.62,-77.12
1.30,-85.29
1.11,-89.95
0.66,-101.42
0.16,-114.38
-0.34,-127.35
-1.08,-146.66
-1.08,-146.66
-1.08,-146.66
-1.08,-146.66
-4.66,-148.88
-8.27,-149.68
-16.07,-148.81
-20.39,-146.87
-35.39,-137.48
-43.87,-131.72
-52.56,-125.82
-63.19,-118.61
-72.84,-112.05
-81.98,-105.88
-82.14,-105.78
-82.93,-105.48
-83.45,-105.47
-83.70,-105.55
-83.97,-105.72
-84.27,-106.06
-84.62,-106.97
-85.37,-110.92
-87.39,-129.29
-89.36,-149.17
-90.37,-159.36
-92.29,-178.53
-93.48,-190.27
-95.42,-209.50
-96.49,-219.82
-97.76,-231.10
-100.06,-250.74
-101.50,-263.11
-102.54,-272.91
-103.00,-283.67
-103.00,-283.80
-102.85,-284.30
-102.71,-284.51
-101.96,-285.14
-101.31,-285.43
-90.62,-287.82
-80.41,-288.73
-61.19,-289.91
-47.40,-290.76
-36.59,-291.42
-17.89,-292.75
-10.21,-293.48
-9.12,-293.65
-4.13,-295.84
-2.43,-297.44
-1.56,-298.80
-1.34,-299.62
-1.37,-299.81
-1.40,-299.87
-1.49,-299.96
-1.49,-299.96
-5.22,-300.43
-12.74,-300.39
-32.38,-299.71
-42.56,-299.35
-54.09,-298.97
-74.19,-298.29
-83.97,-297.90
-84.10,-297.89
-84.48,-297.79
-84.96,-297.47
-85.40,-296.82
-85.85,-295.26
-88.00,-279.26
-88.98,-267.63
-90.29,-252.12
-91.96,-232.34
-92.79,-222.52
-93.78,-210.89
-94.76,-199.26
-95.74,-187.63
-96.83,-174.70
-98.46,-155.45
-99.35,-144.98
-100.77,-128.18
-102.39,-108.92
-103.39,-97.16
-105.01,-77.90
-105.81,-67.75
-106.58,-50.13
-106.57,-40.60
-105.64,-21.75
-104.87,-14.07
-104.81,-13.68
-104.59,-13.01
-104.34,-12.63
-104.05,-12.37
-103.65,-12.15
-99.84,-11.09
-88.08,-9.48
-76.46,-8.39
-64.83,-7.29
-53.21,-6.20
-41.59,-5.10
-30.10,-4.02
-18.86,-2.96
