0.00,0.00
1.03,-0.14
1.81,-0.45
2.34,-0.83
3.01,-1.79
3.30,-2.78
3.99,-14.50
3.29,-24.01
2.10,-37.05
1.16,-47.26
-0.57,-66.44
-1.47,-76.78
-2.20,-87.26
-2.21,-87.38
-2.31,-87.76
-2.50,-88.10
-2.82,-88.43
-3.45,-88.75
-7.03,-89.39
-18.33,-90.42
-35.13,-91.83
-46.76,-92.82
-58.39,-93.80
-71.51,-94.92
-80.95,-95.72
-81.58,-95.85
-82.06,-96.05
-82.53,-96.39
-82.93,-96.91
-83.33,-97.93
-84.71,-104.00
-87.34,-122.10
-89.16,-136.45
-91.26,-152.98
-93.73,-172.28
-95.07,-182.70
-97.46,-201.35
-99.03,-213.77
-100.97,-229.02
-103.42,-248.19
-104.55,-257.72
-105.12,-270.94
-104.73,-277.60
-104.71,-277.80
-104.43,-278.53
-104.16,-278.89
-103.42,-279.42
-100.88,-280.39
-92.63,-282.43
-73.86,-286.46
-62.32,-288.94
-49.64,-291.66
-30.75,-295.72
